donor_id,last_donation_date,frequency,monetary,recency,average_donation,donation_frequency_band
101179,2016-09-07,7,168.59,75,24.08,Regular
101180,2016-10-13,6,298.61,39,49.77,Regular
101181,2015-05-25,4,121.32,546,30.33,Regular
101182,2016-11-09,8,203.94,12,25.49,Regular
101183,2016-04-29,2,116.18,206,58.09,Occasional
101184,2016-09-15,6,500.55,67,83.42,Regular
101185,2016-06-24,5,120.31,150,24.06,Regular
101186,2016-07-19,5,204.95,125,40.99,Regular
101187,2016-10-06,7,400.32,46,57.19,Regular
101188,2016-05-01,4,105.37,204,26.34,Regular
101189,2016-05-17,6,131.33,188,21.89,Regular
101190,2016-03-24,4,147.06,242,36.76,Regular
101191,2016-04-27,8,623.7,208,77.96,Regular
101192,2016-10-02,5,102.49,50,20.5,Regular
101193,2016-06-03,5,343.85,171,68.77,Regular
101194,2016-11-15,8,371.33,6,46.42,Regular
101195,2015-01-27,3,118.3,664,39.43,Occasional
101196,2016-05-29,10,492.16,176,49.22,Regular
101197,2016-09-12,9,268.38,70,29.82,Regular
101198,2016-03-28,11,345.16,238,31.38,Frequent
101199,2016-11-13,5,192.84,8,38.57,Regular
101200,2016-05-18,4,86.03,187,21.51,Regular
101201,2016-06-03,6,167.91,171,27.98,Regular
101202,2016-09-26,5,199.68,56,39.94,Regular
101203,2016-02-29,6,231.35,266,38.56,Regular
101204,2016-11-15,6,125.24,6,20.87,Regular
101205,2016-09-26,7,329.61,56,47.09,Regular
101206,2016-10-22,8,390.0,30,48.75,Regular
101207,2016-06-19,8,244.31,155,30.54,Regular
101208,2016-10-26,5,103.76,26,20.75,Regular
101209,2016-09-30,8,433.57,52,54.2,Regular
101210,2016-09-12,8,311.89,70,38.99,Regular
101211,2016-10-07,6,182.93,45,30.49,Regular
101212,2016-10-18,8,230.23,34,28.78,Regular
101213,2016-10-11,6,223.7,41,37.28,Regular
101214,2016-03-09,7,221.21,257,31.6,Regular
101215,2016-06-07,4,323.58,167,80.9,Regular
101216,2015-06-24,5,140.26,516,28.05,Regular
101217,2015-05-06,4,124.83,565,31.21,Regular
101218,2016-08-14,6,193.88,99,32.31,Regular
101219,2014-06-06,1,23.6,899,23.6,One-time
101220,2016-06-15,8,145.06,159,18.13,Regular
101221,2016-06-24,6,203.1,150,33.85,Regular
101222,2016-10-30,13,297.79,22,22.91,Frequent
101223,2016-08-11,5,303.04,102,60.61,Regular
101224,2015-11-27,3,120.23,360,40.08,Occasional
101225,2016-07-17,5,130.33,127,26.07,Regular
101226,2016-10-18,6,218.48,34,36.41,Regular
101227,2016-11-13,6,215.03,8,35.84,Regular
101228,2015-02-28,3,93.17,632,31.06,Occasional
101229,2016-08-04,5,204.42,109,40.88,Regular
101230,2016-11-01,8,269.0,20,33.62,Regular
101231,2016-06-19,9,216.86,155,24.1,Regular
101232,2015-10-03,10,338.07,415,33.81,Regular
101233,2016-04-20,5,162.44,215,32.49,Regular
101234,2016-11-18,6,178.08,3,29.68,Regular
101235,2016-06-11,6,140.04,163,23.34,Regular
101236,2016-10-17,8,270.41,35,33.8,Regular
101237,2016-10-16,8,223.45,36,27.93,Regular
101238,2015-08-10,5,89.91,469,17.98,Regular
101239,2016-06-06,3,119.3,168,39.77,Occasional
101240,2016-09-12,4,82.82,70,20.7,Regular
101241,2015-11-25,5,78.75,362,15.75,Regular
101242,2015-10-30,4,112.46,388,28.12,Regular
101243,2016-03-30,4,188.74,236,47.18,Regular
101244,2016-10-10,8,423.99,42,53.0,Regular
101245,2016-10-25,7,158.2,27,22.6,Regular
101246,2015-08-01,3,124.67,478,41.56,Occasional
101247,2016-09-30,4,95.18,52,23.8,Regular
101248,2016-05-13,7,280.97,192,40.14,Regular
101249,2016-10-31,10,306.79,21,30.68,Regular
101250,2016-10-28,5,172.85,24,34.57,Regular
101251,2016-06-09,5,217.14,165,43.43,Regular
101252,2016-08-05,7,173.34,108,24.76,Regular
101253,2016-10-21,4,65.82,31,16.45,Regular
101254,2015-05-16,5,221.96,555,44.39,Regular
101255,2016-06-30,7,222.19,144,31.74,Regular
101256,2016-06-29,3,74.52,145,24.84,Occasional
101257,2016-09-01,5,113.38,81,22.68,Regular
101258,2016-07-07,5,275.53,137,55.11,Regular
101259,2016-07-15,8,311.01,129,38.88,Regular
101260,2016-10-30,9,244.95,22,27.22,Regular
101261,2016-11-18,6,150.61,3,25.1,Regular
101262,2015-04-17,6,216.1,584,36.02,Regular
101263,2016-10-16,11,328.48,36,29.86,Frequent
101264,2016-05-28,4,122.72,177,30.68,Regular
101265,2015-03-13,1,45.07,619,45.07,One-time
101266,2016-07-13,7,339.61,131,48.52,Regular
101267,2016-07-13,5,208.91,131,41.78,Regular
101268,2016-08-12,9,334.43,101,37.16,Regular
101269,2016-09-19,10,242.51,63,24.25,Regular
101270,2016-10-05,6,260.85,47,43.48,Regular
101271,2016-11-09,7,363.72,12,51.96,Regular
101272,2016-02-08,5,254.1,287,50.82,Regular
101273,2016-11-04,5,196.95,17,39.39,Regular
101274,2016-10-28,4,67.71,24,16.93,Regular
101275,2016-11-19,8,167.26,2,20.91,Regular
101276,2016-07-22,4,88.9,122,22.22,Regular
101277,2016-09-02,8,208.12,80,26.02,Regular
101278,2016-06-26,8,189.88,148,23.74,Regular
101279,2016-11-15,8,245.67,6,30.71,Regular
101280,2015-12-06,4,141.84,351,35.46,Regular
101281,2016-08-31,4,90.59,82,22.65,Regular
101282,2016-04-05,4,139.88,230,34.97,Regular
101283,2016-04-29,6,125.26,206,20.88,Regular
101284,2015-11-18,4,74.94,369,18.74,Regular
101285,2016-10-27,4,129.48,25,32.37,Regular
101286,2016-03-21,4,92.86,245,23.22,Regular
101287,2015-01-30,4,138.35,661,34.59,Regular
101288,2016-10-16,5,114.22,36,22.84,Regular
101289,2014-07-30,1,166.7,845,166.7,One-time
101290,2016-10-25,8,241.93,27,30.24,Regular
101291,2015-05-18,4,95.87,553,23.97,Regular
101292,2016-10-22,6,364.0,30,60.67,Regular
101293,2016-02-12,5,234.13,283,46.83,Regular
101294,2016-04-17,6,209.3,218,34.88,Regular
101295,2014-09-21,3,119.36,792,39.79,Occasional
101296,2015-10-23,4,203.65,395,50.91,Regular
101297,2016-07-25,6,343.62,119,57.27,Regular
101298,2016-10-29,11,334.76,23,30.43,Frequent
101299,2016-09-29,5,174.81,53,34.96,Regular
101300,2016-09-24,6,98.87,58,16.48,Regular
101301,2016-03-27,7,220.73,239,31.53,Regular
101302,2016-11-16,6,142.19,5,23.7,Regular
101303,2016-10-05,10,420.75,47,42.08,Regular
101304,2016-08-02,6,216.84,111,36.14,Regular
101305,2016-05-17,6,264.42,188,44.07,Regular
101306,2016-08-10,6,205.52,103,34.25,Regular
101307,2016-06-06,6,182.61,168,30.44,Regular
101308,2016-10-29,6,153.74,23,25.62,Regular
101309,2016-08-14,7,320.61,99,45.8,Regular
101310,2015-12-17,5,137.89,340,27.58,Regular
101311,2016-10-26,8,522.61,26,65.33,Regular
101312,2016-06-14,6,255.26,160,42.54,Regular
101313,2015-09-11,8,262.04,437,32.76,Regular
101314,2016-11-13,4,173.16,8,43.29,Regular
101315,2016-10-11,2,33.58,41,16.79,Occasional
101316,2016-01-24,5,174.94,302,34.99,Regular
101317,2016-11-19,3,131.51,2,43.84,Occasional
101318,2015-09-02,3,115.08,446,38.36,Occasional
101319,2016-10-25,10,247.42,27,24.74,Regular
101320,2016-02-09,8,336.15,286,42.02,Regular
101321,2016-07-28,8,245.1,116,30.64,Regular
101322,2016-10-08,10,271.56,44,27.16,Regular
101323,2016-09-30,5,157.32,52,31.46,Regular
101324,2016-08-24,7,352.37,89,50.34,Regular
101325,2016-07-29,9,326.62,115,36.29,Regular
101326,2016-02-10,4,138.73,285,34.68,Regular
101327,2016-07-20,5,143.39,124,28.68,Regular
101328,2016-08-27,7,260.89,86,37.27,Regular
101329,2016-06-18,7,204.71,156,29.24,Regular
101330,2016-04-10,5,178.83,225,35.77,Regular
101331,2016-09-25,8,213.45,57,26.68,Regular
101332,2016-10-06,8,450.49,46,56.31,Regular
101333,2016-06-29,6,222.57,145,37.1,Regular
101334,2016-07-20,5,150.98,124,30.2,Regular
101335,2016-07-17,5,181.47,127,36.29,Regular
101336,2016-08-29,5,141.79,84,28.36,Regular
101337,2015-12-30,3,104.81,327,34.94,Occasional
101338,2016-10-28,5,261.14,24,52.23,Regular
101339,2016-10-10,8,191.94,42,23.99,Regular
101340,2016-08-31,5,122.51,82,24.5,Regular
101341,2016-11-10,6,214.13,11,35.69,Regular
101342,2016-11-16,8,246.9,5,30.86,Regular
101343,2016-10-07,2,22.56,45,11.28,Occasional
101344,2016-05-02,9,352.44,203,39.16,Regular
101345,2016-09-15,7,276.76,67,39.54,Regular
101346,2015-12-14,6,171.7,343,28.62,Regular
101347,2016-05-05,5,179.48,200,35.9,Regular
101348,2016-10-10,4,137.87,42,34.47,Regular
101349,2016-11-06,6,205.0,15,34.17,Regular
101350,2016-08-04,5,213.21,109,42.64,Regular
101351,2015-11-28,5,144.91,359,28.98,Regular
101352,2016-08-06,5,125.66,107,25.13,Regular
101353,2016-06-20,12,331.02,154,27.58,Frequent
101354,2016-11-03,4,215.22,18,53.8,Regular
101355,2015-09-04,4,105.49,444,26.37,Regular
101356,2016-09-02,8,183.97,80,23.0,Regular
101357,2016-04-27,3,134.23,208,44.74,Occasional
101358,2016-09-03,5,177.84,79,35.57,Regular
101359,2016-02-29,2,38.47,266,19.24,Occasional
101360,2016-06-05,2,46.65,169,23.32,Occasional
101361,2016-07-29,8,325.54,115,40.69,Regular
101362,2016-10-11,9,311.92,41,34.66,Regular
101363,2014-11-29,1,38.29,723,38.29,One-time
101364,2016-07-30,8,225.25,114,28.16,Regular
101365,2015-03-17,4,126.96,615,31.74,Regular
101366,2016-10-11,5,85.1,41,17.02,Regular
101367,2016-10-30,7,154.93,22,22.13,Regular
101368,2014-11-30,3,72.24,722,24.08,Occasional
101369,2016-07-18,8,271.32,126,33.92,Regular
101370,2016-04-17,6,253.58,218,42.26,Regular
101371,2015-12-27,6,519.31,330,86.55,Regular
101372,2016-10-23,2,107.56,29,53.78,Occasional
101373,2016-09-10,7,228.69,72,32.67,Regular
101374,2016-04-05,6,277.67,230,46.28,Regular
101375,2016-09-28,6,161.78,54,26.96,Regular
101376,2016-09-14,6,348.92,68,58.15,Regular
101377,2015-07-23,4,67.89,487,16.97,Regular
101378,2016-06-25,8,313.42,149,39.18,Regular
101379,2016-01-30,7,191.87,296,27.41,Regular
101380,2016-10-25,8,243.38,27,30.42,Regular
101381,2016-09-27,5,103.77,55,20.75,Regular
101382,2016-08-18,6,117.62,95,19.6,Regular
101383,2016-09-22,12,363.38,60,30.28,Frequent
101384,2015-10-23,6,414.41,395,69.07,Regular
101385,2016-10-27,12,390.89,25,32.57,Frequent
101386,2016-07-25,6,352.73,119,58.79,Regular
101387,2016-06-09,7,266.28,165,38.04,Regular
101388,2015-10-24,2,83.01,394,41.5,Occasional
101389,2016-08-07,5,112.05,106,22.41,Regular
101390,2015-10-21,5,124.91,397,24.98,Regular
101391,2016-02-03,7,600.75,292,85.82,Regular
101392,2016-10-04,4,155.54,48,38.88,Regular
101393,2016-10-08,9,406.88,44,45.21,Regular
101394,2015-10-27,2,17.25,391,8.62,Occasional
101395,2016-07-13,5,127.23,131,25.45,Regular
101396,2016-01-10,1,73.81,316,73.81,One-time
101397,2016-08-31,5,187.3,82,37.46,Regular
101398,2015-04-22,1,122.09,579,122.09,One-time
101399,2016-06-28,3,139.31,146,46.44,Occasional
101400,2016-05-10,6,170.37,195,28.4,Regular
101401,2016-05-04,7,191.65,201,27.38,Regular
101402,2016-10-24,7,152.86,28,21.84,Regular
101403,2016-06-14,4,79.63,160,19.91,Regular
101404,2016-04-18,2,38.99,217,19.49,Occasional
101405,2016-08-22,6,151.34,91,25.22,Regular
101406,2016-08-10,5,142.41,103,28.48,Regular
101407,2016-07-11,5,113.49,133,22.7,Regular
101408,2016-10-13,8,224.56,39,28.07,Regular
101409,2016-04-04,6,316.6,231,52.77,Regular
101410,2016-09-06,6,224.11,76,37.35,Regular
101411,2016-11-15,7,185.52,6,26.5,Regular
101412,2016-09-22,6,199.91,60,33.32,Regular
101413,2015-11-03,2,146.4,384,73.2,Occasional
101414,2016-11-12,10,508.32,9,50.83,Regular
101415,2015-08-28,6,392.62,451,65.44,Regular
101416,2016-05-05,4,122.29,200,30.57,Regular
101417,2016-10-16,6,289.48,36,48.25,Regular
101418,2016-10-18,9,268.43,34,29.83,Regular
101419,2016-11-18,8,300.21,3,37.53,Regular
101420,2016-11-04,7,232.63,17,33.23,Regular
101421,2016-05-16,9,365.61,189,40.62,Regular
101422,2015-12-20,7,257.56,337,36.79,Regular
101423,2016-07-19,5,150.9,125,30.18,Regular
101424,2016-10-22,3,126.25,30,42.08,Occasional
101425,2016-10-08,5,241.51,44,48.3,Regular
101426,2016-02-17,4,89.22,278,22.3,Regular
101427,2015-01-03,2,17.98,688,8.99,Occasional
101428,2016-04-11,9,294.51,224,32.72,Regular
101429,2016-10-15,8,224.3,37,28.04,Regular
101430,2016-08-04,7,134.71,109,19.24,Regular
101431,2014-06-05,1,14.62,900,14.62,One-time
101432,2016-07-04,7,252.45,140,36.06,Regular
101433,2015-08-18,4,96.07,461,24.02,Regular
101434,2016-06-14,6,221.62,160,36.94,Regular
101435,2016-08-14,8,379.49,99,47.44,Regular
101436,2016-06-08,3,85.52,166,28.51,Occasional
101437,2015-04-01,4,145.59,600,36.4,Regular
101438,2016-11-10,9,258.35,11,28.71,Regular
101439,2015-10-31,5,185.75,387,37.15,Regular
101440,2016-10-31,5,247.57,21,49.51,Regular
101441,2016-05-26,5,213.27,179,42.65,Regular
101442,2016-07-12,5,267.49,132,53.5,Regular
101443,2016-11-01,9,364.21,20,40.47,Regular
101444,2016-10-09,8,220.33,43,27.54,Regular
101445,2016-02-14,5,219.48,281,43.9,Regular
101446,2016-02-13,7,258.81,282,36.97,Regular
101447,2015-10-24,3,169.22,394,56.41,Occasional
101448,2016-08-12,2,96.08,101,48.04,Occasional
101449,2016-06-12,6,141.44,162,23.57,Regular
101450,2016-08-29,6,165.76,84,27.63,Regular
101451,2016-04-20,6,254.12,215,42.35,Regular
101452,2016-06-15,8,352.63,159,44.08,Regular
101453,2016-02-13,4,82.22,282,20.56,Regular
101454,2016-06-30,6,229.28,144,38.21,Regular
101455,2016-07-31,6,194.55,113,32.43,Regular
101456,2016-11-11,4,103.87,10,25.97,Regular
101457,2016-10-15,6,246.12,37,41.02,Regular
101458,2016-08-16,8,167.97,97,21.0,Regular
101459,2015-09-10,4,149.66,438,37.42,Regular
101460,2016-09-03,7,162.13,79,23.16,Regular
101461,2016-06-12,3,154.64,162,51.55,Occasional
101462,2016-01-08,4,225.55,318,56.39,Regular
101463,2016-09-24,6,163.13,58,27.19,Regular
101464,2016-09-06,12,329.28,76,27.44,Frequent
101465,2016-11-07,9,383.11,14,42.57,Regular
101466,2016-11-06,6,172.98,15,28.83,Regular
101467,2016-10-16,6,320.16,36,53.36,Regular
101468,2016-09-18,4,104.59,64,26.15,Regular
101469,2015-07-24,4,68.44,486,17.11,Regular
101470,2016-08-15,6,138.14,98,23.02,Regular
101471,2016-06-05,5,135.91,169,27.18,Regular
101472,2016-06-24,4,70.34,150,17.58,Regular
101473,2015-08-04,6,140.52,475,23.42,Regular
101474,2016-04-16,8,280.81,219,35.1,Regular
101475,2016-11-03,9,298.86,18,33.21,Regular
101476,2015-06-05,3,121.44,535,40.48,Occasional
101477,2016-06-01,4,199.4,173,49.85,Regular
101478,2015-04-29,3,75.33,572,25.11,Occasional
101479,2016-11-01,2,25.46,20,12.73,Occasional
101480,2016-08-14,7,323.47,99,46.21,Regular
101481,2016-07-25,6,105.43,119,17.57,Regular
101482,2016-08-16,8,219.3,97,27.41,Regular
101483,2015-09-22,6,190.66,426,31.78,Regular
101484,2016-08-16,8,336.6,97,42.08,Regular
101485,2016-04-05,4,117.32,230,29.33,Regular
101486,2016-05-02,5,202.87,203,40.57,Regular
101487,2016-04-14,4,135.12,221,33.78,Regular
101488,2015-01-21,5,138.35,670,27.67,Regular
101489,2016-10-30,9,180.33,22,20.04,Regular
101490,2016-04-14,4,91.66,221,22.92,Regular
101491,2016-09-06,4,214.4,76,53.6,Regular
101492,2016-09-30,5,179.74,52,35.95,Regular
101493,2016-05-29,8,276.99,176,34.62,Regular
101494,2016-10-05,3,108.0,47,36.0,Occasional
101495,2016-10-20,8,290.9,32,36.36,Regular
101496,2016-02-11,4,216.42,284,54.1,Regular
101497,2016-07-11,8,318.99,133,39.87,Regular
101498,2016-02-06,9,279.62,289,31.07,Regular
101499,2016-11-02,7,337.29,19,48.18,Regular
101500,2016-09-24,5,143.68,58,28.74,Regular
101501,2016-10-22,7,167.96,30,23.99,Regular
101502,2016-08-09,7,225.7,104,32.24,Regular
101503,2016-08-19,7,172.77,94,24.68,Regular
101504,2015-05-01,5,120.98,570,24.2,Regular
101505,2016-09-29,9,361.73,53,40.19,Regular
101506,2016-06-09,6,173.28,165,28.88,Regular
101507,2016-07-29,10,360.9,115,36.09,Regular
101508,2016-06-13,9,345.15,161,38.35,Regular
101509,2016-01-06,7,291.23,320,41.6,Regular
101510,2015-03-22,3,233.76,610,77.92,Occasional
101511,2016-10-29,10,269.05,23,26.9,Regular
101512,2015-09-13,2,62.51,435,31.26,Occasional
101513,2016-07-19,7,247.35,125,35.34,Regular
101514,2016-03-17,4,110.05,249,27.51,Regular
101515,2016-09-11,3,100.41,71,33.47,Occasional
101516,2016-06-07,5,196.51,167,39.3,Regular
101517,2016-07-10,10,615.14,134,61.51,Regular
101518,2016-07-10,6,196.83,134,32.8,Regular
101519,2016-05-22,9,327.95,183,36.44,Regular
101520,2015-04-07,3,84.87,594,28.29,Occasional
101521,2016-10-20,7,184.51,32,26.36,Regular
101522,,0,0.0,1054,0.0,No Donation
101523,2016-09-11,11,600.99,71,54.64,Frequent
101524,2016-02-21,5,199.06,274,39.81,Regular
101525,2016-06-01,10,314.02,173,31.4,Regular
101526,2015-12-22,2,51.1,335,25.55,Occasional
101527,2016-06-14,6,260.93,160,43.49,Regular
101528,2016-07-03,6,117.69,141,19.61,Regular
101529,2016-09-15,9,401.01,67,44.56,Regular
101530,2016-02-27,4,220.4,268,55.1,Regular
101531,2016-05-26,7,178.42,179,25.49,Regular
101532,2016-06-10,4,304.57,164,76.14,Regular
101533,2016-06-10,4,60.68,164,15.17,Regular
101534,2016-07-05,4,213.02,139,53.26,Regular
101535,2016-07-14,7,98.98,130,14.14,Regular
101536,2015-12-23,9,232.13,334,25.79,Regular
101537,2016-09-19,5,223.05,63,44.61,Regular
101538,2016-03-31,3,110.38,235,36.79,Occasional
101539,2016-06-07,4,91.38,167,22.84,Regular
101540,2016-07-22,6,266.07,122,44.34,Regular
101541,2016-11-20,8,808.94,1,101.12,Regular
101542,2016-08-30,4,96.08,83,24.02,Regular
101543,2015-03-21,2,61.9,611,30.95,Occasional
101544,2016-09-17,5,240.42,65,48.08,Regular
101545,2016-10-09,11,354.02,43,32.18,Frequent
101546,2015-09-27,5,56.89,421,11.38,Regular
101547,2016-01-06,1,12.09,320,12.09,One-time
101548,2016-09-16,9,295.5,66,32.83,Regular
101549,2016-05-15,3,105.34,190,35.11,Occasional
101550,2016-10-21,8,287.91,31,35.99,Regular
101551,2016-09-11,6,173.94,71,28.99,Regular
101552,2016-06-09,9,314.17,165,34.91,Regular
101553,2016-08-09,8,387.1,104,48.39,Regular
101554,2015-12-24,5,127.13,333,25.43,Regular
101555,2016-03-31,6,142.47,235,23.74,Regular
101556,2016-06-29,9,350.29,145,38.92,Regular
101557,2016-11-02,3,158.06,19,52.69,Occasional
101558,2016-07-08,5,246.16,136,49.23,Regular
101559,2016-10-17,11,419.52,35,38.14,Frequent
101560,2015-12-31,5,130.72,326,26.14,Regular
101561,2016-06-28,5,215.74,146,43.15,Regular
101562,2016-09-04,5,207.46,78,41.49,Regular
101563,2016-07-28,7,255.74,116,36.53,Regular
101564,2015-08-29,4,91.01,450,22.75,Regular
101565,2016-11-04,7,263.74,17,37.68,Regular
101566,2015-11-30,2,65.74,357,32.87,Occasional
101567,2015-09-24,6,142.3,424,23.72,Regular
101568,2015-11-30,4,149.83,357,37.46,Regular
101569,2016-07-05,10,402.09,139,40.21,Regular
101570,2016-11-16,6,368.34,5,61.39,Regular
101571,2016-08-18,6,138.6,95,23.1,Regular
101572,2015-09-13,7,244.15,435,34.88,Regular
101573,2016-10-13,7,178.69,39,25.53,Regular
101574,2016-11-12,8,243.05,9,30.38,Regular
101575,2016-03-18,3,252.5,248,84.17,Occasional
101576,2016-07-25,4,110.54,119,27.64,Regular
101577,2016-08-01,4,171.99,112,43.0,Regular
101578,2016-08-09,1,8.4,104,8.4,One-time
101579,2016-10-12,8,346.58,40,43.32,Regular
101580,2015-10-09,2,85.43,409,42.72,Occasional
101581,2016-11-19,10,303.24,2,30.32,Regular
101582,2016-10-09,6,255.91,43,42.65,Regular
101583,2016-10-17,7,152.03,35,21.72,Regular
101584,2015-11-03,1,21.74,384,21.74,One-time
101585,2016-05-06,9,233.0,199,25.89,Regular
101586,2016-03-28,2,25.24,238,12.62,Occasional
101587,2016-02-18,7,363.38,277,51.91,Regular
101588,2015-12-09,4,125.36,348,31.34,Regular
101589,2016-11-17,7,141.72,4,20.25,Regular
101590,2016-04-01,7,210.33,234,30.05,Regular
101591,2016-05-16,2,36.67,189,18.34,Occasional
101592,2015-07-16,3,117.09,494,39.03,Occasional
101593,2016-11-08,6,121.05,13,20.18,Regular
101594,2016-06-02,5,187.88,172,37.58,Regular
101595,2016-02-25,2,44.51,270,22.26,Occasional
101596,2016-11-19,7,293.2,2,41.89,Regular
101597,2016-01-22,4,131.3,304,32.83,Regular
101598,2016-08-19,9,321.75,94,35.75,Regular
101599,2015-09-06,6,201.85,442,33.64,Regular
101600,2016-11-20,9,328.25,1,36.47,Regular
101601,2016-05-26,4,108.6,179,27.15,Regular
101602,2016-04-12,4,95.77,223,23.94,Regular
101603,2016-09-03,9,189.1,79,21.01,Regular
101604,2016-08-18,8,276.9,95,34.61,Regular
101605,2016-10-29,9,493.07,23,54.79,Regular
101606,2016-08-30,6,250.68,83,41.78,Regular
101607,2016-01-19,7,205.76,307,29.39,Regular
101608,2016-05-01,9,310.63,204,34.51,Regular
101609,2015-11-23,3,53.12,364,17.71,Occasional
101610,2016-11-17,11,432.0,4,39.27,Frequent
101611,2016-07-29,6,182.58,115,30.43,Regular
101612,2016-10-13,5,241.69,39,48.34,Regular
101613,2016-10-20,7,267.28,32,38.18,Regular
101614,2016-03-17,3,163.65,249,54.55,Occasional
101615,2016-08-02,7,192.11,111,27.44,Regular
101616,2016-04-02,4,283.5,233,70.88,Regular
101617,2016-06-22,3,191.0,152,63.67,Occasional
101618,2016-08-17,5,162.36,96,32.47,Regular
101619,2016-09-30,5,237.95,52,47.59,Regular
101620,2016-11-09,5,182.63,12,36.53,Regular
101621,2016-05-22,7,514.04,183,73.43,Regular
101622,2016-04-10,7,240.46,225,34.35,Regular
101623,2016-08-23,6,166.24,90,27.71,Regular
101624,2015-11-18,6,307.5,369,51.25,Regular
101625,2016-01-06,5,115.04,320,23.01,Regular
101626,2016-06-02,2,78.68,172,39.34,Occasional
101627,2016-03-31,8,398.63,235,49.83,Regular
101628,2016-08-04,11,373.12,109,33.92,Frequent
101629,2016-10-02,4,232.47,50,58.12,Regular
101630,2016-08-10,4,105.12,103,26.28,Regular
101631,2016-07-02,5,218.17,142,43.63,Regular
101632,2016-11-06,9,307.61,15,34.18,Regular
101633,2015-10-08,1,13.87,410,13.87,One-time
101634,2016-11-17,2,25.5,4,12.75,Occasional
101635,2016-03-21,2,27.06,245,13.53,Occasional
101636,2016-10-27,5,125.38,25,25.08,Regular
101637,2015-09-22,4,66.65,426,16.66,Regular
101638,2015-01-23,1,10.25,668,10.25,One-time
101639,2016-05-26,4,139.92,179,34.98,Regular
101640,2016-05-03,6,197.27,202,32.88,Regular
101641,2016-10-19,7,216.39,33,30.91,Regular
101642,2016-04-28,8,455.96,207,57.0,Regular
101643,2016-06-15,5,133.51,159,26.7,Regular
101644,2016-11-19,7,437.48,2,62.5,Regular
101645,2016-11-12,6,244.22,9,40.7,Regular
101646,2016-09-15,7,226.13,67,32.3,Regular
101647,2016-01-19,3,109.44,307,36.48,Occasional
101648,2016-06-22,8,264.6,152,33.08,Regular
101649,2016-09-18,5,232.24,64,46.45,Regular
101650,2016-10-16,7,383.95,36,54.85,Regular
101651,2016-07-15,6,197.41,129,32.9,Regular
101652,2016-08-05,11,257.18,108,23.38,Frequent
101653,2016-05-03,5,216.56,202,43.31,Regular
101654,2016-07-16,8,252.5,128,31.56,Regular
101655,2015-10-29,6,152.55,389,25.42,Regular
101656,2016-08-30,10,295.99,83,29.6,Regular
101657,2016-11-08,4,101.33,13,25.33,Regular
101658,2015-09-29,2,39.48,419,19.74,Occasional
101659,2015-12-30,4,80.2,327,20.05,Regular
101660,2016-07-27,2,201.79,117,100.9,Occasional
101661,2016-10-16,4,110.46,36,27.62,Regular
101662,2016-06-21,8,373.18,153,46.65,Regular
101663,2016-06-25,8,418.23,149,52.28,Regular
101664,2016-09-28,8,277.02,54,34.63,Regular
101665,2015-04-29,1,23.66,572,23.66,One-time
101666,2016-07-21,3,172.69,123,57.56,Occasional
101667,2016-03-15,4,97.38,251,24.34,Regular
101668,2016-11-11,4,113.47,10,28.37,Regular
101669,2016-02-17,2,63.47,278,31.74,Occasional
101670,2016-08-04,7,279.03,109,39.86,Regular
101671,2016-07-29,9,319.61,115,35.51,Regular
101672,2016-07-06,5,143.25,138,28.65,Regular
101673,2016-11-07,5,161.92,14,32.38,Regular
101674,2015-09-15,5,163.15,433,32.63,Regular
101675,2015-09-11,5,208.02,437,41.6,Regular
101676,2016-06-28,4,121.3,146,30.32,Regular
101677,2016-04-05,6,234.43,230,39.07,Regular
101678,2016-07-22,6,160.62,122,26.77,Regular
101679,2016-05-31,8,280.92,174,35.11,Regular
101680,2016-07-21,9,294.09,123,32.68,Regular
101681,2016-05-22,7,233.97,183,33.42,Regular
101682,2016-03-07,2,187.17,259,93.58,Occasional
101683,2015-11-28,10,251.2,359,25.12,Regular
101684,2016-09-21,7,161.87,61,23.12,Regular
101685,2016-01-23,1,9.16,303,9.16,One-time
101686,2016-10-25,7,184.82,27,26.4,Regular
101687,2016-04-18,4,160.54,217,40.14,Regular
101688,2016-08-01,6,324.54,112,54.09,Regular
101689,2016-08-22,8,269.04,91,33.63,Regular
101690,2016-03-04,9,340.53,262,37.84,Regular
101691,2016-03-21,5,117.32,245,23.46,Regular
101692,2016-02-10,7,352.29,285,50.33,Regular
101693,2014-11-23,4,95.15,729,23.79,Regular
101694,2016-11-10,3,107.16,11,35.72,Occasional
101695,2016-09-24,4,76.77,58,19.19,Regular
101696,2014-10-27,2,38.23,756,19.11,Occasional
101697,2016-07-01,3,84.63,143,28.21,Occasional
101698,2015-12-21,7,269.47,336,38.5,Regular
101699,2016-08-08,4,248.34,105,62.08,Regular
101700,2016-08-03,7,211.92,110,30.27,Regular
101701,2014-08-09,1,27.85,835,27.85,One-time
101702,2016-05-11,1,26.73,194,26.73,One-time
101703,2016-09-05,7,229.73,77,32.82,Regular
101704,2015-06-30,4,113.95,510,28.49,Regular
101705,2016-10-12,7,199.41,40,28.49,Regular
101706,2016-11-10,7,202.7,11,28.96,Regular
101707,2016-10-02,8,235.82,50,29.48,Regular
101708,2016-11-17,6,215.46,4,35.91,Regular
101709,2016-11-19,10,226.63,2,22.66,Regular
101710,2016-06-24,10,261.56,150,26.16,Regular
101711,2016-03-20,6,252.34,246,42.06,Regular
101712,2015-08-14,3,94.99,465,31.66,Occasional
