donor_id,donor_age,donor_gender,donor_country,donor_type,registration_date,last_donation_date,frequency,monetary,average_donation,recency,r_score,f_score,m_score,rfm_score,recency_log,frequency_log,monetary_log,cluster_id,segment_name,segment_color,engagement_strategy
101152,44,Male,Mozambique,Individual,2016-07-03,2016-02-13,8,269.28,33.66,282,2,4,4,244,5.645446897643238,2.1972245773362196,5.599458458683974,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101153,40,Male,Kosovo,Individual,2016-01-29,2016-11-20,8,305.71,38.21,1,5,4,5,545,0.6931471805599453,2.1972245773362196,5.725902675740284,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101154,66,Male,Philippines,Individual,2015-09-08,2016-08-31,9,279.74,31.08,82,4,5,4,454,4.418840607796598,2.302585092994046,5.63742897410618,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101155,34,Male,Kenya,Individual,2016-02-22,2016-05-22,12,489.72,40.81,183,2,5,5,255,5.214935757608986,2.5649493574615367,6.195873700365942,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101156,49,Male,Philippines,Individual,2016-09-11,2016-10-12,7,186.89,26.7,40,5,4,3,543,3.713572066704308,2.0794415416798357,5.235856685205431,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101157,24,Male,Philippines,Corporate,2015-09-13,2016-10-25,8,255.58,31.95,27,5,4,4,544,3.332204510175204,2.1972245773362196,5.547440506821195,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101158,63,Male,Cambodia,Individual,2015-12-06,2016-10-04,6,216.72,36.12,48,4,3,3,433,3.8918202981106265,1.9459101490553132,5.383209833565999,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101159,38,Female,Pakistan,Individual,2014-03-23,2016-03-14,6,199.4,33.23,252,2,3,3,233,5.53338948872752,1.9459101490553132,5.3003153692107094,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101160,36,Male,Uganda,Individual,2016-09-09,2015-08-11,2,124.38,62.19,468,1,1,2,112,6.150602768446279,1.0986122886681098,4.831349125845822,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101161,48,Male,Kenya,Individual,2016-03-07,2016-09-17,7,192.14,27.45,65,4,4,3,443,4.189654742026425,2.0794415416798357,5.263415314538772,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101162,44,Female,Kenya,Individual,2014-06-15,2016-10-23,8,247.92,30.99,29,5,4,4,544,3.4011973816621555,2.1972245773362196,5.517131559701017,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101163,62,Female,Cameroon,NGO,2014-10-25,2016-08-01,8,311.08,38.89,112,3,4,5,345,4.727387818712341,2.1972245773362196,5.743259565198401,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101164,46,Female,Senegal,Individual,2014-08-20,2016-09-01,4,204.7,51.18,81,4,2,3,423,4.406719247264253,1.6094379124341003,5.326418796658912,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101165,45,Male,Philippines,Small Business,2014-11-24,2015-07-14,4,105.65,26.41,496,1,2,1,121,6.208590026096629,1.6094379124341003,4.669552444917359,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101166,23,Male,Paraguay,Individual,2016-06-25,2016-02-24,3,85.81,28.6,271,2,1,1,211,5.605802066295998,1.3862943611198906,4.463721822403716,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101167,19,Male,Uganda,Individual,2015-04-21,2016-08-06,7,136.25,19.46,107,3,4,2,342,4.68213122712422,2.0794415416798357,4.92180408038964,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101168,39,Male,Nigeria,NGO,2015-03-07,2016-11-11,7,330.7,47.24,10,5,4,5,545,2.3978952727983707,2.0794415416798357,5.804230945953007,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101169,70,Male,Colombia,Individual,2016-03-09,2016-03-04,8,241.67,30.21,262,2,4,4,244,5.572154032177765,2.1972245773362196,5.491702495697971,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101170,66,Female,Sierra Leone,Individual,2015-01-16,2016-09-08,14,720.12,51.44,74,4,5,5,455,4.31748811353631,2.70805020110221,6.580805558942338,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101171,51,Male,Philippines,NGO,2016-06-26,2016-11-09,11,426.03,38.73,12,5,5,5,555,2.5649493574615367,2.4849066497880004,6.056854268371915,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101172,51,Female,Kenya,NGO,2016-02-12,2016-10-31,9,206.31,22.92,21,5,5,3,553,3.091042453358316,2.302585092994046,5.334215257545021,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101173,38,Male,Ukraine,Individual,2014-09-21,2016-06-08,3,28.73,9.58,166,3,1,1,311,5.117993812416755,1.3862943611198906,3.3921566370100065,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
101174,27,Male,Philippines,Individual,2015-10-08,2016-10-09,2,37.65,18.82,43,4,1,1,411,3.784189633918261,1.0986122886681098,3.654546775033431,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
101175,18,Female,Philippines,Individual,2015-05-10,2015-12-27,5,127.48,25.5,330,1,2,2,122,5.802118375377063,1.791759469228055,4.855773250198451,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101176,35,Female,Bolivia,Corporate,2014-12-19,2016-05-07,11,558.46,50.77,198,2,5,5,255,5.293304824724492,2.4849066497880004,6.326972032792344,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101177,34,Male,Honduras,Individual,2016-07-17,2016-11-14,6,158.08,26.35,7,5,3,2,532,2.0794415416798357,1.9459101490553132,5.06940722033949,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101178,28,Female,Ecuador,Individual,2015-02-12,2016-04-02,5,233.21,46.64,233,2,2,4,224,5.455321115357702,1.791759469228055,5.45621814880031,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101179,31,Male,Honduras,Individual,2014-05-01,2016-09-07,7,168.59,24.08,75,4,4,3,443,4.330733340286331,2.0794415416798357,5.1333837593553096,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101180,19,Male,Nigeria,Individual,2015-02-23,2016-10-13,6,298.61,49.77,39,5,3,5,535,3.6888794541139363,1.9459101490553132,5.702481628923153,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101181,50,Female,Philippines,Individual,2015-06-14,2015-05-25,4,121.32,30.33,546,1,2,2,122,6.304448802421981,1.6094379124341003,4.8066405616208066,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101182,67,Male,Tajikistan,Individual,2014-05-10,2016-11-09,8,203.94,25.49,12,5,4,3,543,2.5649493574615367,2.1972245773362196,5.322717253371572,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101183,54,Male,Honduras,Individual,2016-02-01,2016-04-29,2,116.18,58.09,206,2,1,2,212,5.332718793265369,1.0986122886681098,4.7637112141166424,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101184,41,Female,Tanzania,Small Business,2014-08-24,2016-09-15,6,500.55,83.42,67,4,3,5,435,4.219507705176107,1.9459101490553132,6.217703303329494,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101185,40,Male,Kenya,Individual,2014-04-06,2016-06-24,5,120.31,24.06,150,3,2,2,322,5.017279836814924,1.791759469228055,4.798349252782828,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101186,34,Male,Philippines,Individual,2015-07-05,2016-07-19,5,204.95,40.99,125,3,2,3,323,4.836281906951478,1.791759469228055,5.32763342088209,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101187,25,Male,Honduras,Individual,2014-06-15,2016-10-06,7,400.32,57.19,46,4,4,5,445,3.8501476017100584,2.0794415416798357,5.994759114057412,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101188,49,Female,Kenya,Individual,2016-03-12,2016-05-01,4,105.37,26.34,204,2,2,1,221,5.3230099791384085,1.6094379124341003,4.666923582263574,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101189,48,Female,Philippines,Individual,2014-03-12,2016-05-17,6,131.33,21.89,188,2,3,2,232,5.241747015059643,1.9459101490553132,4.885298802784958,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101190,18,Male,Samoa,Individual,2015-03-06,2016-03-24,4,147.06,36.76,242,2,2,2,222,5.493061443340548,1.6094379124341003,4.997617597014952,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101191,40,Male,Peru,Individual,2014-02-23,2016-04-27,8,623.7,77.96,208,2,4,5,245,5.342334251964811,2.1972245773362196,6.437271534499525,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101192,32,Female,Kenya,Individual,2015-01-29,2016-10-02,5,102.49,20.5,50,4,2,1,421,3.9318256327243257,1.791759469228055,4.639474989680082,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101193,27,Male,Philippines,Individual,2016-08-14,2016-06-03,5,343.85,68.77,171,2,2,5,225,5.147494476813453,1.791759469228055,5.8431095398773,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101194,55,Female,Philippines,Individual,2015-10-29,2016-11-15,8,371.33,46.42,6,5,4,5,545,1.9459101490553132,2.1972245773362196,5.919780557809539,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101195,45,Female,Kyrgyzstan,Individual,2015-07-03,2015-01-27,3,118.3,39.43,664,1,1,2,112,6.499787040655854,1.3862943611198906,4.78164132910387,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101196,51,Male,Cambodia,Individual,2014-06-11,2016-05-29,10,492.16,49.22,176,2,5,5,255,5.176149732573829,2.3978952727983707,6.200833665000352,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101197,55,Male,Philippines,Individual,2014-11-17,2016-09-12,9,268.38,29.82,70,4,5,4,454,4.2626798770413155,2.302585092994046,5.596123022170668,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101198,70,Male,El Salvador,Individual,2015-01-26,2016-03-28,11,345.16,31.38,238,2,5,5,255,5.476463551931511,2.4849066497880004,5.846901095916629,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101199,60,Male,Philippines,Individual,2015-08-17,2016-11-13,5,192.84,38.57,8,5,2,3,523,2.1972245773362196,1.791759469228055,5.2670330765082705,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101200,50,Male,Philippines,Individual,2014-08-02,2016-05-18,4,86.03,21.51,187,2,2,1,221,5.236441962829949,1.6094379124341003,4.466252886801422,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101201,64,Female,Kenya,NGO,2016-10-21,2016-06-03,6,167.91,27.98,171,2,3,3,233,5.147494476813453,1.9459101490553132,5.129366028692254,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101202,43,Male,Pakistan,Individual,2015-10-30,2016-09-26,5,199.68,39.94,56,4,2,3,423,4.04305126783455,1.791759469228055,5.301711599616052,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101203,70,Female,Philippines,Individual,2014-11-16,2016-02-29,6,231.35,38.56,266,2,3,4,234,5.58724865840025,1.9459101490553132,5.448244855530987,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101204,58,Female,Kenya,Individual,2014-04-26,2016-11-15,6,125.24,20.87,6,5,3,2,532,1.9459101490553132,1.9459101490553132,4.838184857097564,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101205,52,Male,Cambodia,Individual,2015-09-02,2016-09-26,7,329.61,47.09,56,4,4,5,445,4.04305126783455,2.0794415416798357,5.8009394329633395,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101206,65,Male,El Salvador,Small Business,2015-04-05,2016-10-22,8,390.0,48.75,30,5,4,5,545,3.4339872044851463,2.1972245773362196,5.968707559985366,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101207,45,Male,Philippines,Individual,2015-11-22,2016-06-19,8,244.31,30.54,155,3,4,4,344,5.049856007249537,2.1972245773362196,5.5025227168419955,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101208,56,Female,Philippines,Individual,2015-09-04,2016-10-26,5,103.76,20.75,26,5,2,1,521,3.295836866004329,1.791759469228055,4.651672019639511,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101209,33,Male,Philippines,Corporate,2015-10-19,2016-09-30,8,433.57,54.2,52,4,4,5,445,3.970291913552122,2.1972245773362196,6.074357036447542,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101210,69,Female,Kenya,Individual,2016-05-04,2016-09-12,8,311.89,38.99,70,4,4,5,445,4.2626798770413155,2.1972245773362196,5.745851691071772,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101211,51,Female,Bolivia,Individual,2015-06-23,2016-10-07,6,182.93,30.49,45,4,3,3,433,3.828641396489095,1.9459101490553132,5.214555250442706,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101212,59,Female,Philippines,Individual,2016-01-13,2016-10-18,8,230.23,28.78,34,5,4,4,544,3.5553480614894135,2.1972245773362196,5.443412886165876,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101213,42,Other,Guatemala,Corporate,2015-01-04,2016-10-11,6,223.7,37.28,41,5,3,4,534,3.7376696182833684,1.9459101490553132,5.414766179191283,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101214,63,Female,Bolivia,Individual,2016-08-24,2016-03-09,7,221.21,31.6,257,2,4,4,244,5.552959584921617,2.0794415416798357,5.403622880693308,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101215,21,Female,Philippines,Individual,2015-02-23,2016-06-07,4,323.58,80.9,167,3,2,5,325,5.123963979403259,1.6094379124341003,5.7825320388877355,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101216,24,Female,Philippines,Individual,2015-11-28,2015-06-24,5,140.26,28.05,516,1,2,2,122,6.248042874508429,1.791759469228055,4.9506021639807765,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101217,44,Female,Philippines,Individual,2016-10-19,2015-05-06,4,124.83,31.21,565,1,2,2,122,6.338594078203183,1.6094379124341003,4.834931789603877,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101218,56,Female,Philippines,Individual,2014-12-25,2016-08-14,6,193.88,32.31,99,3,3,3,333,4.605170185988092,1.9459101490553132,5.272383984521532,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101219,60,Female,Peru,Individual,2014-04-15,2014-06-06,1,23.6,23.6,899,1,1,1,111,6.802394763324311,0.6931471805599453,3.202746442938317,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
101220,41,Male,Philippines,Individual,2014-08-26,2016-06-15,8,145.06,18.13,159,3,4,2,342,5.075173815233827,2.1972245773362196,4.984017496191964,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101221,52,Female,Kyrgyzstan,Individual,2014-09-08,2016-06-24,6,203.1,33.85,150,3,3,3,333,5.017279836814924,1.9459101490553132,5.318610069815799,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101222,47,Female,Cambodia,Individual,2014-02-28,2016-10-30,13,297.79,22.91,22,5,5,5,555,3.1354942159291497,2.6390573296152584,5.699740985496481,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101223,68,Female,Bolivia,Individual,2015-07-12,2016-08-11,5,303.04,60.61,102,3,2,5,325,4.634728988229636,1.791759469228055,5.71715927169784,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101224,52,Male,Mali,Small Business,2014-10-12,2015-11-27,3,120.23,40.08,360,1,1,2,112,5.8888779583328805,1.3862943611198906,4.797689567758492,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101225,40,Female,Peru,NGO,2014-04-10,2016-07-17,5,130.33,26.07,127,3,2,2,322,4.852030263919617,1.791759469228055,4.877713239597068,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101226,69,Female,Senegal,Corporate,2014-05-21,2016-10-18,6,218.48,36.41,34,5,3,4,534,3.5553480614894135,1.9459101490553132,5.391261112190775,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101227,23,Female,Malawi,Individual,2014-10-08,2016-11-13,6,215.03,35.84,8,5,3,3,533,2.1972245773362196,1.9459101490553132,5.375417286928885,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101228,70,Male,El Salvador,Individual,2015-01-14,2015-02-28,3,93.17,31.06,632,1,1,1,111,6.450470422144176,1.3862943611198906,4.545101659521972,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101229,26,Female,Philippines,Individual,2016-09-25,2016-08-04,5,204.42,40.88,109,3,2,3,323,4.700480365792417,1.791759469228055,5.325056663737659,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101230,33,Female,El Salvador,NGO,2015-12-21,2016-11-01,8,269.0,33.62,20,5,4,4,544,3.044522437723423,2.1972245773362196,5.598421958998375,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101231,61,Female,Philippines,Individual,2016-01-03,2016-06-19,9,216.86,24.1,155,3,5,3,353,5.049856007249537,2.302585092994046,5.3838526546543,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101232,56,Female,Peru,Individual,2015-12-11,2015-10-03,10,338.07,33.81,415,1,5,5,155,6.030685260261263,2.3978952727983707,5.826206575739907,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101233,69,Female,El Salvador,Individual,2016-04-03,2016-04-20,5,162.44,32.49,215,2,2,3,223,5.375278407684165,1.791759469228055,5.096445950509366,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101234,57,Female,Cambodia,Small Business,2014-11-23,2016-11-18,6,178.08,29.68,3,5,3,3,533,1.3862943611198906,1.9459101490553132,5.187832633372765,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101235,51,Male,Armenia,Small Business,2014-04-13,2016-06-11,6,140.04,23.34,163,3,3,2,332,5.099866427824199,1.9459101490553132,4.949043538089615,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101236,36,Other,Kenya,Small Business,2015-06-06,2016-10-17,8,270.41,33.8,35,5,4,4,544,3.58351893845611,2.1972245773362196,5.60363059270576,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101237,18,Male,Pakistan,Individual,2014-01-02,2016-10-16,8,223.45,27.93,36,5,4,4,544,3.6109179126442243,2.1972245773362196,5.413652965227941,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101238,24,Female,Kenya,Individual,2014-08-11,2015-08-10,5,89.91,17.98,469,1,2,1,121,6.152732694704104,1.791759469228055,4.509870006133767,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101239,33,Female,Guatemala,Corporate,2016-02-11,2016-06-06,3,119.3,39.77,168,2,1,2,212,5.1298987149230735,1.3862943611198906,4.789988622980633,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101240,20,Male,Nicaragua,Individual,2015-05-31,2016-09-12,4,82.82,20.7,70,4,2,1,421,4.2626798770413155,1.6094379124341003,4.4286716424969255,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101241,44,Male,Philippines,Individual,2015-12-09,2015-11-25,5,78.75,15.75,362,1,2,1,121,5.8944028342648505,1.791759469228055,4.378896741664954,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101242,59,Male,Paraguay,Individual,2015-06-07,2015-10-30,4,112.46,28.12,388,1,2,2,122,5.963579343618446,1.6094379124341003,4.731450351898421,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101243,69,Female,Philippines,Individual,2015-07-11,2016-03-30,4,188.74,47.18,236,2,2,3,223,5.4680601411351315,1.6094379124341003,5.245654713964731,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101244,43,Female,Bolivia,Individual,2014-11-06,2016-10-10,8,423.99,53.0,42,4,4,5,445,3.7612001156935624,2.1972245773362196,6.052065639235831,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101245,64,Male,Pakistan,Individual,2014-08-13,2016-10-25,7,158.2,22.6,27,5,4,2,542,3.332204510175204,2.0794415416798357,5.0701612734102826,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101246,70,Female,El Salvador,NGO,2014-09-24,2015-08-01,3,124.67,41.56,478,1,1,2,112,6.171700597410915,1.3862943611198906,4.833659423627053,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101247,63,Male,Nigeria,NGO,2016-03-28,2016-09-30,4,95.18,23.8,52,4,2,1,421,3.970291913552122,1.6094379124341003,4.566221435849517,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101248,42,Female,Indonesia,Individual,2016-09-30,2016-05-13,7,280.97,40.14,192,2,4,4,244,5.262690188904886,2.0794415416798357,5.64180068230032,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101249,35,Male,Honduras,Individual,2014-03-26,2016-10-31,10,306.79,30.68,21,5,5,5,555,3.091042453358316,2.3978952727983707,5.729417732248032,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101250,69,Male,Pakistan,Individual,2015-07-05,2016-10-28,5,172.85,34.57,24,5,2,3,523,3.2188758248682006,1.791759469228055,5.15819285845387,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101251,30,Male,Bolivia,Individual,2015-04-28,2016-06-09,5,217.14,43.43,165,3,2,3,323,5.111987788356544,1.791759469228055,5.385137058500597,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101252,39,Female,El Salvador,Individual,2015-07-31,2016-08-05,7,173.34,24.76,108,3,4,3,343,4.6913478822291435,2.0794415416798357,5.16100741558343,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101253,21,Male,Guatemala,NGO,2014-08-28,2016-10-21,4,65.82,16.45,31,5,2,1,521,3.4657359027997265,1.6094379124341003,4.20200243692861,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101254,60,Female,Samoa,Individual,2014-01-09,2015-05-16,5,221.96,44.39,555,1,2,4,124,6.320768294250582,1.791759469228055,5.406992383173693,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101255,52,Male,Philippines,Individual,2014-07-28,2016-06-30,7,222.19,31.74,144,3,4,4,344,4.976733742420574,2.0794415416798357,5.408023426636094,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101256,22,Male,Kenya,NGO,2014-07-06,2016-06-29,3,74.52,24.84,145,3,1,1,311,4.983606621708336,1.3862943611198906,4.324397521837245,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101257,29,Male,Kenya,NGO,2014-02-24,2016-09-01,5,113.38,22.68,81,4,2,2,422,4.406719247264253,1.791759469228055,4.73952623848717,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101258,47,Male,Philippines,Individual,2015-01-01,2016-07-07,5,275.53,55.11,137,3,2,4,324,4.927253685157205,1.791759469228055,5.622319314172629,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101259,46,Female,El Salvador,Individual,2015-12-02,2016-07-15,8,311.01,38.88,129,3,4,5,345,4.867534450455582,2.1972245773362196,5.743035238577902,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101260,60,Male,Philippines,Individual,2016-09-16,2016-10-30,9,244.95,27.22,22,5,5,4,554,3.1354942159291497,2.302585092994046,5.505128263241349,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101261,32,Other,Colombia,Individual,2014-06-29,2016-11-18,6,150.61,25.1,3,5,3,2,532,1.3862943611198906,1.9459101490553132,5.021311434093491,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
101262,67,Male,Philippines,Individual,2015-01-07,2015-04-17,6,216.1,36.02,584,1,3,3,133,6.371611847231857,1.9459101490553132,5.380358076884246,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101263,41,Male,Kenya,Individual,2014-11-08,2016-10-16,11,328.48,29.86,36,5,5,5,555,3.6109179126442243,2.4849066497880004,5.797515654073048,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101264,61,Male,Paraguay,Individual,2014-08-06,2016-05-28,4,122.72,30.68,177,2,2,2,222,5.181783550292085,1.6094379124341003,4.818020947816869,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101265,30,Male,El Salvador,Individual,2016-10-11,2015-03-13,1,45.07,45.07,619,1,1,1,111,6.429719478039138,0.6931471805599453,3.830161978947826,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
101266,19,Female,El Salvador,Individual,2015-11-03,2016-07-13,7,339.61,48.52,131,3,4,5,345,4.882801922586371,2.0794415416798357,5.830738127750617,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
101267,20,Female,Kyrgyzstan,Individual,2015-05-09,2016-07-13,5,208.91,41.78,131,3,2,3,323,4.882801922586371,1.791759469228055,5.346678867425915,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
101268,37,Male,Burundi,Individual,2015-03-24,2016-08-12,9,334.43,37.16,101,3,5,5,355,4.624972813284271,2.302585092994046,5.815413290827387,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
